From,Subject,Snippet,Labels,Has Attachments,Message Length
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Re: {EPITECH} Rendez-vous aux portes ouvertes du 10 février,"Bonjour Madame, Je vous confirme avoir bien reçu votre candidature : à quel moment puis-je vous contacter afin d&#39;échanger à ce sujet ? Merci, De : Charlotte Bejaoui vidal &lt;charlotte.bejaoui-","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,15356
EPITECH <no-reply-candidature@epitech.eu>,Prise en compte du dossier de candidature,"Bonjour Votre dossier de candidature a bien été pris en compte. Nous vous contacterons rapidement pour la suite du processus. Merci,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,177
EPITECH <no-reply-candidature@epitech.eu>,Prise en compte du dossier de candidature,"Bonjour Votre dossier de candidature a bien été pris en compte. Nous vous contacterons rapidement pour la suite du processus. Merci,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,177
Dribbble Workshops <no-reply@n.dribbble.com>,"Learn how to start your own apparel brand, a designer's guide",Learn how all the things you need to know to get started in the apparel business as a designer. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,32145
"""{EPITECH}"" <no-reply@epitech.eu>",Bienvenue,"Bonjour Mélanie Picot, Votre demande de création de compte a bien été enregistrée. Votre nom d&#39;utilisateur est melanie.picot01@gmail.com.epitech Pour confirmer votre compte et débuter le processus","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,1248
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Re: {EPITECH} Rendez-vous aux portes ouvertes du 10 février,"Bonjour Madame, Oui je me souviens de notre échange en décembre à ce sujet ! Pour déclencher le test de positionnement, je vous invite à réaliser une candidature en ligne pour rejoindre le MSc Pro 1.","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,13669
Clara Picot <picot.clara@gmail.com>,Ton cadeau d'anniversaire est en point relais,"---------- Forwarded message --------- From: Chronopost Pickup &lt;chronopost@network1.pickup.fr&gt; Date: Tue, Feb 13, 2024, 09:46 Subject: Votre colis LUSH est arrivé dans votre relais Pickup ! To:","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,54366
BERNARD Jean daniel <votre-rendez-vous@aksis.fr>,Rdv Prestation France Travail chez OSENGO TOULOUSE 2 le mercredi 28 février 2024 à 09h00,"Un emploi stable, c&#39;est pour moi Bonjour MELANIE PICOT, Comme convenu, voici un récapitulatif des informations évoquées lors de notre entretien téléphonique. Nous avons fixé ensemble votre rendez-","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,4147
RDV EMPLOI <votre-rendez-vous@aksis.fr>,Proposition de RDV suite courrier de France Travail,"Un emploi stable, c&#39;est pour moi Bonjour MELANIE PICOT, Vous avez dû recevoir un courrier de France Travail concernant une prestation dont vous pouvez bénéficier pour vous aider dans votre","['CATEGORY_UPDATES', 'INBOX']",False,3403
GetYourGuide <hello@mkt.getyourguide.com>,Avez-vous aimé cette activité ?,"GetYourGuide Aidez les personnes intéressées par cette activité en donnant votre avis Au départ de Hanoi : Ninh Binh, Trang An, Bai Dinh et la grotte de Mua 6 février 2024 07:45 Excellent Excellent","['CATEGORY_PROMOTIONS', 'INBOX']",True,128918
pierrefabre@myworkday.com,Votre candidature chez Pierre Fabre,"Bonjour , Nous avons étudié votre candidature avec beaucoup d&#39;attention. Malheureusement et en dépit de la qualité de votre expérience professionnelle, nous ne pouvons y répondre favorablement,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5322
pierrefabre@myworkday.com,Votre candidature chez Pierre Fabre,"Bonjour , Nous avons étudié votre candidature avec beaucoup d&#39;attention. Malheureusement et en dépit de la qualité de votre expérience professionnelle, nous ne pouvons y répondre favorablement,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5322
ncb@springernature.com,NCB-A53366 Receipt of New Paper by Nature Cell Biology,"Dear Dr Picot, On 5th February 2024, I received your manuscript entitled &quot;Lysosomal phosphoinositide turnover acts upstream of RagGTPase-mTORC1 and controls muscle growth&quot; by Karim HNIA,","['CATEGORY_PERSONAL', 'INBOX']",True,4143
GetYourGuide <do-not-reply@notification.getyourguide.com>,Vous aurez besoin de notre appli pour accéder à votre activité,Vous aurez besoin de notre appli pour accéder à votre activité Votre activité approche ! Assurez-vous d&#39;avoir installé l&#39;appli GetYourGuide sur votre téléphone. Télécharger l&#39;appli. 6,"['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,46405
GetYourGuide <do-not-reply@notification.getyourguide.com>,Réservation GYGLMV7R7MR8 confirmée | Instructions pour les billets,"Merci pour votre commande, Mélanie Pour accéder facilement à votre billet et gérer votre réservation où que vous soyez, téléchargez notre appli. 6 février 2024 à 07:45 Au départ de Hanoi : Ninh Binh,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,49921
Nature Portfolio <Nature@newsletter.nature.com>,Enhance impact with valuable peer review resources,"Highlight your research and enhance its visibility in your field Nature Portfolio Logo Dear Melanie Picot, Thank you for submitting your research to Nature Portfolio – the editors and staff truly","['CATEGORY_PROMOTIONS', 'INBOX']",True,73300
"""Enquête Satisfaction La Poste"" <nepasrepondre@colis.regard-client-laposte.com>",Votre avis sur la distribution de votre courrier en 4 questions.,"La distribution de votre courrier Bonjour Melanie Picot, Vous recevez régulièrement du courrier à votre domicile. Nous vous serions reconnaissants de nous faire part de votre opinion pour nous aider à","['CATEGORY_PROMOTIONS', 'INBOX']",True,11724
"""Pôle emploi"" <pole-emploi@noreply-pole-emploi.fr>",Accusé de réception de votre demande d'actualisation,"Pôle emploi - Accédez à tous vos services candidat. Accusé de réception de votre demande d&#39;actualisation du mois de janvier 2024 Bonjour MME MELANIE PICOT, Votre déclaration d&#39;actualisation","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,20636
Pole emploi <pole-emploi@noreply-pole-emploi.fr>,Journées Portes ouvertes Formation AFPA,"France Travail - Accédez à tous vos services candidat. RENDEZ-VOUS JEUDI 8 FEVRIER 2024 2 sites : AFPA BALMA et AFPA PALAYS Quels que soient vos objectifs professionnels -reconversion, alternance,","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,10691
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,{EPITECH} Rendez-vous aux portes ouvertes du 10 février,"Bonjour, Avez-vous pensé à rejoindre EPITECH pour votre poursuite d&#39;études ? Souhaitez-vous passer à la pratique et finir vos études en alternance ? Pour plus d&#39;informations sur notre formation","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,4153
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Relevé de situation "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8880
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Courrier d'information "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8883
APEC <noreply@diffusion.apec.fr>,Votre mot de passe Apec.fr expire bientôt,"Si vous avez des difficultés pour visualiser ce message, cliquez ici Site Apec.fr DONNER DE L&#39;ÉLAN À VOTRE AVENIR Votre compte Apec Bonjour Madame Mélanie Picot, La Validité de votre mot de passe","['CATEGORY_UPDATES', 'INBOX']",False,41957
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Déclaration fiscale annuelle "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8889
"""GOG.com Team"" <newsletter@email.gog.com>",Nous mettons à jour notre GOG Accord Utilisateur et d'autres conditions,‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,15238
Pole emploi <pole-emploi@noreply-pole-emploi.fr>,GOOGLE Atelier numerique: formations en ligne Google Career Certificate,"France Travail - Accédez à tous vos services candidat. Bonjour MELANIE PICOT, GOOGLE Numérique et France Travail Occitanie vous propose un atelier à distance d&#39;information sur des formations dans","['CATEGORY_UPDATES', 'INBOX']",False,11633
"""Pôle-emploi"" <service-candidat@pole-emploi.fr>",Pôle emploi devient France Travail,"France Travail Candidat Bonjour, Depuis le 1er janvier 2024, Pôle emploi est devenu France Travail. L&#39;objectif de France Travail est de proposer des services encore plus adaptés aux besoins des","['CATEGORY_UPDATES', 'INBOX']",False,7015
"""Enquête France Travail"" <enquetepoleemploi@enquete-ipsos-poleemploi.com>",Votre avis sur les informations relatives à votre indemnisation,"Votre avis sur les informations relatives à votre indemnisation Bonjour, Depuis le 1er janvier, Pôle emploi est devenu France Travail. Ce changement de nom va être progressivement intégré sur tous les","['CATEGORY_UPDATES', 'INBOX']",True,25570
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,Découvrez des offres d’emploi similaires à votre alerte Emploi,Biologiste Médical PMA H/F (H/F) et d&#39;autres postes sont disponibles ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,112303
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,{EPITECH} Rappel - Portes ouvertes du 20 janvier,"Bonjour, Rappel évènement : portes ouvertes du 20 janvier. 🗓️ Date : samedi 20 janvier 2024 ⏰ Heure : 09h30 – 12h30 (Keynote à 10h) 📍 Adresse : EPITECH Toulouse, 40 Boulevard de la marquette 31000","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,10729
Cell Editorial Office <em@editorialmanager.com>,You have been listed as a co-author on a new submission to Cell,"Dear Dr. Picot, This is an automated notice to confirm that you have been listed as an author on a manuscript that has been submitted to Cell. Information on this manuscript is included below.","['CATEGORY_PERSONAL', 'INBOX']",False,3818
"""Pôle emploi"" <pole-emploi@noreply-pole-emploi.fr>",Accusé de réception de votre demande d'actualisation,"Pôle emploi - Accédez à tous vos services candidat. Accusé de réception de votre demande d&#39;actualisation du mois de décembre 2023 Bonjour MME MELANIE PICOT, Votre déclaration d&#39;actualisation","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,20632
pierrefabre@myworkday.com,JR102569 Research Associate / Chargé de recherche (CDI) - H/F (Ouverte) - Pierre Fabre,"Bonjour, Nous vous remercions pour votre candidature à l&#39;offre d&#39;emploi : JR102569 Research Associate / Chargé de recherche (CDI) - H/F (Ouverte) ainsi que pour l&#39;intérêt que vous portez au","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,4673
Emmanuelle TAFOIRY <e.tafoiry@nqt.fr>,Mise en relation NQT et Atelier,"Bonjour les filles, Félicitation ! Vous venez toutes les deux de vous inscrire dans le dispositif NQT Je me permets de revenir vers vous pour vous informer des ateliers du mois notamment celui-ci : [","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,11770
Dribbble <no-reply@n.dribbble.com>,🛍️ A Look at 2024's Groundbreaking Retail Design Trends,How 2024 is shaping into a year of sustainable &amp; Gen Z-inspired retail designs. Insights into PR excellence and graphic design in CIA operations! ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,68899
NQT <onboarding@nqt.fr>,Bienvenu(e) chez NQT! Encore un dernier effort pour rencontrer ton mentor,"NQT - App Bonjour, Ton dossier est actif. Il nous manque quelques informations sur ton profil, pour t&#39;attribuer le mentor idéal. Attention, c&#39;est indispensable pour passer à l&#39;étape","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,9692
NQT <onboarding@nqt.fr>,Vérification de l'adresse email,"NQT - App Bonjour Veuillez cliquer sur le bouton ci-dessous pour vérifier votre adresse email : Vérification de l&#39;adresse email Si vous n&#39;avez pas créé de compte, vous pouvez ignorer ce message","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,12453
Nexus Mods <noreply@nexusmods.com>,Nexus Mods Verification Code,"Nexus Mods Verification You have entered your email at Nexus Mods to register a new account. So we can get you started, please enter the code below on the registration page: 3295 We look forward to you","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,7288
"""Amazon.fr"" <shipment-tracking@amazon.fr>",Livraison prévue pour aujourd’hui: Ultima Stérilisé Adult...,"Amazon.fr Bonjour Mélanie, Votre colis contenant Ultima Stérilisé Adult... vous sera livré aujourd&#39;hui. En cours de livraison Votre colis arrivera Aujourd&#39;hui Commande n° 408-5861872-0863544","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,43116
"""Amazon.fr"" <confirmation-commande@amazon.fr>",Votre commande Amazon.fr de « Ultima Stérilisé Adult... » a été expédiée.,"Amazon.fr Bonjour, Nous avons pensé que vous voudriez savoir que nous avons expédié votre commande. Votre commande est en cours d&#39;acheminement et ne peut plus être modifiée. Si vous devez retourner","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,131767
OpenAI <noreply@email.openai.com>,Modifications de nos Conditions d'Utilisation & Politique de Confidentalité,"Nous souhaitons vous informer des modifications qui vont être apportées prochainement à nos Conditions d&#39;Utilisation et notre Politique de confidentialité, qui s&#39;appliquent aux personnes","['CATEGORY_UPDATES', 'INBOX']",True,28110
pierrefabre@myworkday.com,JR102569 Research Associate / Chargé de recherche (CDI) - H/F (Ouverte) - Pierre Fabre,"Bonjour, Nous vous remercions pour votre candidature à l&#39;offre d&#39;emploi : JR102569 Research Associate / Chargé de recherche (CDI) - H/F (Ouverte) ainsi que pour l&#39;intérêt que vous portez au","['CATEGORY_PERSONAL', 'INBOX']",True,4673
DECATHLON <noreply@eticket.decathlon.fr>,"Votre ticket Decathlon pour un montant de 50,00 € le 22-12-2023","Merci pour votre visite ! Date d&#39;achat : 22-12-2023 à 12:05 Montant de votre ticket : 50,00 € Decathlon St Orens Essentiel Cc Leclerc Rue Du Commerce 31650 St Orens De Gameville 05 61 52 89 40","['CATEGORY_UPDATES', 'INBOX']",True,116090
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,“Biologiste” : Eurofins Clinical Diagnostics - Biologiste Médical Toulouse H/F,"Mélanie, votre opportunité la meilleure pour “Biologiste” ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏","['CATEGORY_UPDATES', 'INBOX']",True,83785
Cider <noreply@shopcider.com>,L'attente est TERMINÉE 🎉,Votre ou vos articles de liste de souhaits sont de RETOUR et prêts à briller 🥳 ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,79705
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Notification de reprise ARE19 "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8890
"""Votre Pôle emploi DE"" <votre-pole-emploi-gpec@pole-emploi.fr>",Notification d'inscription,Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,8581
Pole emploi <048louisa.dehar@pole-emploi.net>,Information importante changement de conseiller référent accompagnement,"Pôle emploi - Accédez à tous vos services candidat. Bonjour, Je vous informe de mon évolution professionnelle dans une autre agence Pôle Emploi / France Travail au 1 er Janvier 2024. Ainsi, à partir de","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,43568
<pole-emploi@noreply-pole-emploi.fr>,Votre demande d'inscription,Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,14946
"""Pôle Emploi"" <services_internet@pole-emploi.fr>",Accusé de réception de l'enregistrement de votre demande de réinscription en ligne,"ï»¿ Pôle emploi - Accédez à tous vos services candidat. Bonjour Mme MELANIE PICOT, Votre demande d&#39;inscription a bien été enregistrée le 20/12/2023 à 09H03. Elle va être étudiée par Pôle emploi. DÃ","['CATEGORY_UPDATES', 'INBOX']",True,12647
"""Pôle emploi"" <ne-pas-repondre-message@pole-emploi.fr>",Vous avez reçu une réponse à votre réclamation,Pôle emploi - Accédez à tous vos services candidat. Bonjour Mme Picot j&#39;ai bien pris note de votre demande Vous pouvez vous réinscrire sur votre espace pole emploi .fr ou en appelant le 39/49,"['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,8987
"""Pôle emploi"" <ne-pas-repondre-message@pole-emploi.fr>",Réclamation transmise prise en compte,"Pôle emploi - Accédez à tous vos services candidat. Bonjour MME PICOT, Votre réclamation portant sur Inscription a bien été prise en compte. Nous nous engageons à vous répondre par écrit dans un délai","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8694
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Décision cessation inscription "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8891
"""Picard - Ne pas répondre"" <noreply@picard.fr>",Suivi de votre commande,"Accéder au site Picard Votre commande est bientôt prête ! Bonjour melanie, Vous pourrez venir retirer votre commande le : samedi 16 décembre entre 15H00 et 16H00 dans votre magasin : PICARD RAMONVILLE","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,59456
"""Picard - Ne pas répondre"" <noreply@picard.fr>",Finaliser la création de votre compte !,Accéder au site Picard Vous êtes à un clic de créer votre compte ! Cet email vous est envoyé afin de sécuriser les données présentes dans le formulaire d&#39;inscription. Finalisez votre inscription et,"['CATEGORY_UPDATES', 'INBOX']",True,24726
DeinDesign <news@deindesign.com>,Seulement aujourd'hui : économisez 15 % ! 😲,Faites vos achats dès maintenant pour vos cadeaux de Noël chez DeinDesign ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,65052
Cider <noreply@shopcider.com>,Vérifiez votre code de vérification,Votre code de vérification expire dans 10 minutes ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎‏﻿ ‌​‍‎,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,57916
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,{EPITECH} Confirmation inscription portes ouvertes 20/01/2024,"Bonjour, Je vous confirme votre participation à la journée portes ouvertes MSc Pro, spéciale poursuite d&#39;études après un bac +2 ou bac +3 ! 🗓️ Date : samedi 20 janvier 2024 ⏰ Heure : 09h30 – 12h30","['CATEGORY_PERSONAL', 'INBOX']",True,10917
Shapo Team <info@shapo.io>,Activate your Shapo account,"Click the link below to activate your account and login Shapo Logo Hi! Thanks for signing up to Shapo, great to have you! please confirm your email melanie.picot01@gmail.com by clicking the link below:","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,12824
"""DeinDesign."" <news@you.deindesign.com>",Facture commande PX205928383,"Votre facture DeinDesign Version web logo Commandes Contact Compte Votre facture DeinDesign Bonjour Mélanie, Nous tenons tout d&#39;abord à vous remercier chaleureusement pour votre achat sur","['CATEGORY_PERSONAL', 'INBOX']",True,29449
"""DeinDesign."" <news@you.deindesign.com>",Votre commande est en chemin,"Super nouvelle : votre commande vient d&#39;être expédiée ! Version web logo Commandes Contact Compte Super nouvelle : votre commande vient d&#39;être expédiée ! Bonjour Mélanie, Votre commande","['CATEGORY_PERSONAL', 'INBOX']",True,43659
"""Romain @ Cartes Pokémon"" <support@cartespokemon.com>",Nous avons expédié ta commande ! 🛫,Ton Pokécolis arrive du Japon jusqu&#39;à chez toi très bientôt :) ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,53337
Udemy <no-reply@e.udemymail.com>,Réinitialiser le mot de passe,"Bonjour Mélanie, Une réinitialisation du mot de passe de votre compte a été demandée. Cliquez sur le bouton ci-dessous pour modifier votre mot de passe. Remarque : ce lien est valable pendant 24 heures","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,10705
Postman Team <noreply@notifications.getpostman.com>,Reset your Postman account password,"Postman password reset Dear Postman user, We&#39;ve received your request to reset your password. Please click the link below to complete the reset. Reset My Password If you need additional assistance,","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,12655
"""Aurélia de DataScientest"" <contact@datascientest.com>",Reconversion professionnelle : A qui le tour ?,On vous donne des pistes pour profiter au maximum de cette journée dédiée à la reconversion !͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,35115
"""Pôle emploi - Mes événements emploi"" <ne-pas-repondre-message@pole-emploi.fr>",Confirmation d'inscription à distance,Bonjour MELANIE PICOT Nous vous confirmons votre inscription pour La Réunion d&#39;information à distance ! Atelier découverte du numérique lundi 27 novembre 2023 14:00-15:30 (heure de Paris) Il vous,"['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,20939
Alertes LinkedIn Jobs <jobalerts-noreply@linkedin.com>,“Biologiste” : Voscours.fr - Biologiste - Cours Particuliers de Sciences,Biologiste - Cours Particuliers de Sciences chez Voscours.fr : Vous êtes biologiste et recherchez un emploi… ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_UPDATES', 'INBOX']",True,81176
SketchUp <sketchup@sketchup.com>,20% off a Pro subscription during Cyber Week,Cyber Week is your chance to get the lowest-price Pro subscription of the season. Celebrate and save 20% on a Pro subscription! ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_PROMOTIONS', 'INBOX']",True,47825
